5562.426875901862 14960.
5724.431746031741 14960.
6126.910606060601 14960.
6683.0670995671 14960.
7012.427597402594 14960.
7605.018542568545 15960.
7978.538997113996 15960.
8841.721464646469 16080.
9131.115187590192 16080.
9746.607215007216 16080.
10325.759559884564 15960.
9659.040981240987 16560.
10937.614357864359 16560.
10719.460028860038 15960.
10153.78798701299 15960.
9728.823881673885 16560.
10704.105519480521 16560.
10713.98059163059 19440.
10784.709848484856 19440.
10882.22481962482 17280.
11106.934054834053 16080.
11033.939321789327 16080.
11159.903679653686 16080.
11310.449206349207 18466.666666666668
11240.613239538241 18466.666666666668
11129.767821067826 16080.
10787.872799422801 16320.
11555.950036075039 16560.
11051.601154401156 21363.636363636364
10737.96121933622 17488.88888888889
11014.466666666673 17855.555555555555
10884.413852813856 17855.555555555555
11159.27391774892 18000.
11277.180339105338 18000.
11863.461904761905 16920.
11256.722582972585 18360.
11378.665764790767 66000.
