248.3420562770559 829.1818181818182
702.0426984126984 829.1818181818182
745.0573232323231 829.1818181818182
720.3173376623376 829.1818181818182
705.7858802308803 923.7272727272727
743.922207792208 923.7272727272727
717.5080591630591 923.7272727272727
732.6404473304476 923.7272727272727
716.5551226551227 923.7272727272727
700.2340764790765 923.7272727272727
753.066897546898 923.7272727272727
726.9223160173159 923.7272727272727
698.6260966810968 923.7272727272727
738.238650793651 923.7272727272727
743.460064935065 2063.5
643.1208585858586 4951.
