243.52380952380918 679.1818181818182
270.58928571428527 679.1818181818182
292.1384199134194 553.8571428571429
323.4266666666662 829.1818181818182
344.32807359307327 829.1818181818182
369.70051948051923 799.
402.61662337662324 829.1818181818182
411.09030303030295 901.
428.9249999999998 829.1818181818182
449.4368831168829 829.1818181818182
515.3669480519482 829.1818181818182
500.23253968253977 829.1818181818182
494.24651515151527 829.1818181818182
514.0496753246754 829.1818181818182
528.9895670995672 829.1818181818182
502.064264069264 901.
500.27681818181816 829.1818181818182
518.1045887445887 829.1818181818182
515.6363997113997 829.1818181818182
488.7466738816739 4951.
